hcahps_id,provider_id,hcahps_measure_id,hcahps_question,hcahps_answer_description,hcahps_answer_percent,number_of_completed_surveys,survey_response_rate,footnote,measure_start_date,measure_end_date
F100347,110198,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",61,300 or more,27,,10/1/12,9/30/13
F100348,110200,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",49,300 or more,27,,10/1/12,9/30/13
F100349,110201,H_QUIET_HSP_SN_P,"Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","""Sometimes"" or ""never"" quiet at night",11,300 or more,27,,10/1/12,9/30/13
F10035,110203,H_COMP_5_SN_P,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","Staff ""sometimes"" or ""never"" explained",21,300 or more,27,,10/1/12,9/30/13
F100350,110205,H_QUIET_HSP_U_P,"Patients who reported that the area around their room was ""Usually"" quiet at night","""Usually"" quiet at night",40,300 or more,27,,10/1/12,9/30/13
F100351,110209,H_RECMND_DN,"Patients who reported NO, they would probably not or definitely not recommend the hospital","""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)",6,300 or more,27,,10/1/12,9/30/13
F100352,110215,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",62,300 or more,27,,10/1/12,9/30/13
F100353,110225,H_RECMND_PY,"Patients who reported YES, they would probably recommend the hospital","""YES"", patients would probably recommend the hospital",32,300 or more,27,,10/1/12,9/30/13
F100354,110226,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",82,Between 100 and 299,20,,10/1/12,9/30/13
F100355,110229,H_CLEAN_HSP_SN_P,"Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","Room was ""sometimes"" or ""never"" clean",6,Between 100 and 299,20,,10/1/12,9/30/13
F100356,110230,H_CLEAN_HSP_U_P,"Patients who reported that their room and bathroom were ""Usually"" clean","Room was ""usually"" clean",12,Between 100 and 299,20,,10/1/12,9/30/13
F100357,110233,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",77,Between 100 and 299,20,,10/1/12,9/30/13
F100358,110234,H_COMP_1_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","Nurses ""sometimes"" or ""never"" communicated well",3,Between 100 and 299,20,,10/1/12,9/30/13
F100359,11029,H_COMP_1_U_P,"Patients who reported that their nurses ""Usually"" communicated well","Nurses ""usually"" communicated well",20,Between 100 and 299,20,,10/1/12,9/30/13
F10036,11030,H_COMP_5_U_P,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them","Staff ""usually"" explained",17,300 or more,27,,10/1/12,9/30/13
F100360,11031,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",77,Between 100 and 299,20,,10/1/12,9/30/13
F100361,111300,H_COMP_2_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well",2,Between 100 and 299,20,,10/1/12,9/30/13
F100362,111302,H_COMP_2_U_P,"Patients who reported that their doctors ""Usually"" communicated well","Doctors ""usually"" communicated well",21,Between 100 and 299,20,,10/1/12,9/30/13
F100363,111303,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",67,Between 100 and 299,20,,10/1/12,9/30/13
F100364,111304,H_COMP_3_SN_P,"Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted","Patients ""sometimes"" or ""never"" received help as soon as they wanted",6,Between 100 and 299,20,,10/1/12,9/30/13
F100365,111305,H_COMP_3_U_P,"Patients who reported that they ""Usually"" received help as soon as they wanted","Patients ""usually"" received help as soon as they wanted",27,Between 100 and 299,20,,10/1/12,9/30/13
F100366,111306,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",67,Between 100 and 299,20,,10/1/12,9/30/13
F100367,111308,H_COMP_4_SN_P,"Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled","Pain was ""sometimes"" or ""never"" well controlled",7,Between 100 and 299,20,,10/1/12,9/30/13
F100368,111310,H_COMP_4_U_P,"Patients who reported that their pain was ""Usually"" well controlled","Pain was ""usually"" well controlled",26,Between 100 and 299,20,,10/1/12,9/30/13
F100369,111313,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",65,Between 100 and 299,20,,10/1/12,9/30/13
F10037,111314,H_COMP_6_N_P,"Patients who reported that NO, they were not given information about what to do during their recovery at home","No, staff ""did not"" give patients this information",15,300 or more,27,,10/1/12,9/30/13
F100370,111316,H_COMP_5_SN_P,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","Staff ""sometimes"" or ""never"" explained",15,Between 100 and 299,20,,10/1/12,9/30/13
F100371,111318,H_COMP_5_U_P,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them","Staff ""usually"" explained",20,Between 100 and 299,20,,10/1/12,9/30/13
F100372,111319,H_COMP_6_N_P,"Patients who reported that NO, they were not given information about what to do during their recovery at home","No, staff ""did not"" give patients this information",17,Between 100 and 299,20,,10/1/12,9/30/13
F100373,111320,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",83,Between 100 and 299,20,,10/1/12,9/30/13
F100374,111321,H_HSP_RATING_0_6,Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""6"" or lower (low)",7,Between 100 and 299,20,,10/1/12,9/30/13
F100375,111324,H_HSP_RATING_7_8,Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""7"" or ""8"" (medium)",28,Between 100 and 299,20,,10/1/12,9/30/13
F100376,111325,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",65,Between 100 and 299,20,,10/1/12,9/30/13
F100377,111326,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",54,Between 100 and 299,20,,10/1/12,9/30/13
F100378,111327,H_QUIET_HSP_SN_P,"Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","""Sometimes"" or ""never"" quiet at night",13,Between 100 and 299,20,,10/1/12,9/30/13
F100379,111328,H_QUIET_HSP_U_P,"Patients who reported that the area around their room was ""Usually"" quiet at night","""Usually"" quiet at night",33,Between 100 and 299,20,,10/1/12,9/30/13
F10038,111329,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",85,300 or more,27,,10/1/12,9/30/13
F100380,111330,H_RECMND_DN,"Patients who reported NO, they would probably not or definitely not recommend the hospital","""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)",3,Between 100 and 299,20,,10/1/12,9/30/13
F100381,111331,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",65,Between 100 and 299,20,,10/1/12,9/30/13
F100382,111332,H_RECMND_PY,"Patients who reported YES, they would probably recommend the hospital","""YES"", patients would probably recommend the hospital",32,Between 100 and 299,20,,10/1/12,9/30/13
F100383,111333,H_CLEAN_HSP_A_P,"Patients who reported that their room and bathroom were ""Always"" clean","Room was ""always"" clean",72,300 or more,28,,10/1/12,9/30/13
F100384,111334,H_CLEAN_HSP_SN_P,"Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean","Room was ""sometimes"" or ""never"" clean",8,300 or more,28,,10/1/12,9/30/13
F100385,111335,H_CLEAN_HSP_U_P,"Patients who reported that their room and bathroom were ""Usually"" clean","Room was ""usually"" clean",20,300 or more,28,,10/1/12,9/30/13
F100386,111336,H_COMP_1_A_P,"Patients who reported that their nurses ""Always"" communicated well","Nurses ""always"" communicated well",79,300 or more,28,,10/1/12,9/30/13
F100387,11300,H_COMP_1_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","Nurses ""sometimes"" or ""never"" communicated well",3,300 or more,28,,10/1/12,9/30/13
F100388,11302,H_COMP_1_U_P,"Patients who reported that their nurses ""Usually"" communicated well","Nurses ""usually"" communicated well",18,300 or more,28,,10/1/12,9/30/13
F100389,11304,H_COMP_2_A_P,"Patients who reported that their doctors ""Always"" communicated well","Doctors ""always"" communicated well",79,300 or more,28,,10/1/12,9/30/13
F10039,120001,H_HSP_RATING_0_6,Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""6"" or lower (low)",8,300 or more,27,,10/1/12,9/30/13
F100390,120002,H_COMP_2_SN_P,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well","Doctors ""sometimes"" or ""never"" communicated well",5,300 or more,28,,10/1/12,9/30/13
F100391,120004,H_COMP_2_U_P,"Patients who reported that their doctors ""Usually"" communicated well","Doctors ""usually"" communicated well",16,300 or more,28,,10/1/12,9/30/13
F100392,120005,H_COMP_3_A_P,"Patients who reported that they ""Always"" received help as soon as they wanted","Patients ""always"" received help as soon as they wanted",75,300 or more,28,,10/1/12,9/30/13
F100393,120006,H_COMP_3_SN_P,"Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted","Patients ""sometimes"" or ""never"" received help as soon as they wanted",5,300 or more,28,,10/1/12,9/30/13
F100394,120007,H_COMP_3_U_P,"Patients who reported that they ""Usually"" received help as soon as they wanted","Patients ""usually"" received help as soon as they wanted",20,300 or more,28,,10/1/12,9/30/13
F100395,120011,H_COMP_4_A_P,"Patients who reported that their pain was ""Always"" well controlled","Pain was ""always"" well controlled",69,300 or more,28,,10/1/12,9/30/13
F100396,120014,H_COMP_4_SN_P,"Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled","Pain was ""sometimes"" or ""never"" well controlled",8,300 or more,28,,10/1/12,9/30/13
F100397,120019,H_COMP_4_U_P,"Patients who reported that their pain was ""Usually"" well controlled","Pain was ""usually"" well controlled",23,300 or more,28,,10/1/12,9/30/13
F100398,120022,H_COMP_5_A_P,"Patients who reported that staff ""Always"" explained about medicines before giving it to them","Staff ""always"" explained",65,300 or more,28,,10/1/12,9/30/13
F100399,120026,H_COMP_5_SN_P,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them","Staff ""sometimes"" or ""never"" explained",15,300 or more,28,,10/1/12,9/30/13
F1004,120028,H_COMP_1_SN_P,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well","Nurses ""sometimes"" or ""never"" communicated well",6,300 or more,30,,10/1/12,9/30/13
F10040,121300,H_HSP_RATING_7_8,Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""7"" or ""8"" (medium)",21,300 or more,27,,10/1/12,9/30/13
F100400,121301,H_COMP_5_U_P,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them","Staff ""usually"" explained",20,300 or more,28,,10/1/12,9/30/13
F100401,121303,H_COMP_6_N_P,"Patients who reported that NO, they were not given information about what to do during their recovery at home","No, staff ""did not"" give patients this information",9,300 or more,28,,10/1/12,9/30/13
F100402,121304,H_COMP_6_Y_P,"Patients who reported that YES, they were given information about what to do during their recovery at home","Yes, staff ""did"" give patients this information",91,300 or more,28,,10/1/12,9/30/13
F100403,121306,H_HSP_RATING_0_6,Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""6"" or lower (low)",7,300 or more,28,,10/1/12,9/30/13
F100404,121308,H_HSP_RATING_7_8,Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""7"" or ""8"" (medium)",26,300 or more,28,,10/1/12,9/30/13
F100405,130002,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",67,300 or more,28,,10/1/12,9/30/13
F100406,130003,H_QUIET_HSP_A_P,"Patients who reported that the area around their room was ""Always"" quiet at night","""Always"" quiet at night",60,300 or more,28,,10/1/12,9/30/13
F100407,130006,H_QUIET_HSP_SN_P,"Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night","""Sometimes"" or ""never"" quiet at night",9,300 or more,28,,10/1/12,9/30/13
F100408,130007,H_QUIET_HSP_U_P,"Patients who reported that the area around their room was ""Usually"" quiet at night","""Usually"" quiet at night",31,300 or more,28,,10/1/12,9/30/13
F100409,130013,H_RECMND_DN,"Patients who reported NO, they would probably not or definitely not recommend the hospital","""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)",6,300 or more,28,,10/1/12,9/30/13
F10041,130014,H_HSP_RATING_9_10,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),"Patients who gave a rating of ""9"" or ""10"" (high)",71,300 or more,27,,10/1/12,9/30/13
F100410,130018,H_RECMND_DY,"Patients who reported YES, they would definitely recommend the hospital","""YES"", patients would definitely recommend the hospital",58,300 or more,28,,10/1/12,9/30/13
