ipps_2012_id,provider_id,drg_definition,provider_id,hospital_referral_region,total_discharges,average_covered_charges,average_total_payments,average_medicare_payments
Q100810,60125,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240052,ND - Fargo/Moorhead MN,29,14168.21,4360.72,3490.38
Q100811,10011,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240053,MN - Minneapolis,194,9100.7,4724.77,3596.46
Q100812,60125,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240056,MN - Minneapolis,44,11931.16,4326.09,3383
Q100813,60125,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240057,MN - Minneapolis,221,21643.06,5487.7,3872.61
Q100814,61300,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240059,MN - St. Paul,31,19692.65,4958.19,4140.9
Q100815,61300,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240061,MN - Rochester,69,14150.32,7363.84,5597.97
Q100816,61300,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240063,MN - St. Paul,73,19760.66,4887.38,3944.15
Q100817,61300,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240064,MN - Minneapolis,22,9440.32,5143.55,4306.09
Q100818,61300,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240066,MN - St. Paul,21,15876.81,4427.05,3326.43
Q100819,61300,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240069,MN - Rochester,17,15493.29,5324.12,4376.35
Q10082,61300,069 - TRANSIENT ISCHEMIA,360132,OH - Cincinnati,34,19767.44,4431.15,3207.18
Q100820,61300,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240075,MN - Minneapolis,50,14872.58,4907.78,3972.94
Q100821,10011,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240076,MN - Minneapolis,22,14254.5,5515.5,3718.05
Q100822,61300,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240078,MN - Minneapolis,82,17429.96,4374.65,3471.83
Q100823,61300,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240080,MN - Minneapolis,91,26509.95,7495.02,6620.77
Q100824,61300,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240084,MN - Duluth,17,12940.41,4982.24,4235.65
Q100825,61300,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240088,MN - Minneapolis,18,14904.39,5514.78,4621
Q100826,61300,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240093,MN - Minneapolis,82,14367.23,4798.34,3872
Q100827,61300,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240100,ND - Fargo/Moorhead MN,43,12063.12,4718.47,3816.3
Q100828,61300,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240101,ND - Fargo/Moorhead MN,21,11991.05,6448.24,4851.81
Q100829,61301,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240104,MN - Minneapolis,52,15880.21,4434.08,3606.35
Q10083,61301,069 - TRANSIENT ISCHEMIA,360133,OH - Dayton,20,27746.4,5407.15,4429.35
Q100830,61301,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240106,MN - St. Paul,102,17775.25,6271.77,5281.57
Q100831,10011,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240115,MN - Minneapolis,154,20796.66,5822.21,3415.13
Q100832,61301,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240117,MN - Rochester,22,11846.95,5755.82,3170.86
Q100833,61301,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240132,MN - Minneapolis,84,23198.21,4580.79,3718.07
Q100834,61301,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240187,MN - Minneapolis,14,12337.79,5587.07,4763.07
Q100835,61301,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240207,MN - Minneapolis,62,17861.27,4743.53,3704.97
Q100836,61301,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240210,MN - St. Paul,119,15822.97,5054.1,3811.12
Q100837,61301,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240213,MN - St. Paul,51,15044.33,4540.96,3332.51
Q100838,61301,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",240214,MN - Minneapolis,38,15978.84,5538.87,4097.18
Q100839,61301,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250001,MS - Jackson,54,14307.09,6076.91,5379.7
Q10084,61301,069 - TRANSIENT ISCHEMIA,360134,OH - Cincinnati,37,19178,5379.84,3426.27
Q100840,61301,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250002,AL - Birmingham,13,10839.15,4434.77,3464
Q100841,10011,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250004,MS - Tupelo,195,14530.43,4374.66,3450.99
Q100842,61301,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250006,MS - Tupelo,47,10796.79,4520.43,3150.02
Q100843,61301,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250007,MS - Gulfport,63,46765.52,4562.79,3600.21
Q100844,61302,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250009,TN - Memphis,78,22699.04,4167.85,3263.13
Q100845,61302,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250010,TN - Memphis,18,10145.06,4664,3770.22
Q100846,61302,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250012,TN - Memphis,16,14342.94,5154.13,4580.63
Q100847,61302,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250015,MS - Oxford,18,13391.17,4333.94,2984.28
Q100848,61302,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250017,MS - Oxford,21,9572.48,4666,3737.05
Q100849,61302,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250019,MS - Gulfport,112,32540.37,5109.19,3380.24
Q10085,61302,069 - TRANSIENT ISCHEMIA,360137,OH - Cleveland,44,18317.91,6366.48,5368.7
Q100850,61302,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250020,MS - Tupelo,43,15238.67,4864.21,3135.65
Q100851,10011,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250025,MS - Tupelo,88,18341.27,3859.55,2834.32
Q100852,61302,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250027,MS - Jackson,17,9204.06,5226.71,4090.82
Q100853,61302,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250031,MS - Jackson,112,25376.94,4688.62,3855.87
Q100854,61302,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250034,MS - Oxford,69,16750.61,4752.93,3293.3
Q100855,61302,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250036,AL - Mobile,15,5934.4,4359.13,3516.2
Q100856,61302,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250038,MS - Jackson,15,18279,4678.73,3991.53
Q100857,61302,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250040,AL - Mobile,155,26856.04,4256.47,3155.28
Q100858,61302,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250042,TN - Memphis,98,19523.11,5322,4489.39
Q100859,61303,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250043,MS - Meridian,15,10408.4,4600,3760.27
Q10086,61303,069 - TRANSIENT ISCHEMIA,360141,OH - Youngstown,26,28578.12,5113.77,3831.73
Q100860,61303,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250044,MS - Tupelo,23,17859.26,5105.74,3321.61
Q100861,10011,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250048,MS - Jackson,264,14918.42,4156.51,3156.22
Q100862,61303,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250049,MS - Jackson,27,6038.56,3840.22,2856.11
Q100863,61303,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250050,MS - Tupelo,26,13874.15,4236.73,3251.96
Q100864,61303,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250057,MS - Jackson,28,10133.75,4136.71,3121.86
Q100865,61303,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250058,MS - Hattiesburg,101,10547.81,4102.2,3061.94
Q100866,61303,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250059,MS - Jackson,38,6310.13,4014.84,2987.47
Q100867,61303,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250060,MS - Jackson,13,4438.92,4742,4034.31
Q100868,61303,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250067,MS - Tupelo,22,11297.14,4250.32,3418.32
Q100869,61303,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250069,MS - Meridian,61,14580.38,4369.18,3311.18
Q10087,61303,069 - TRANSIENT ISCHEMIA,360143,OH - Cleveland,27,22198.81,3880,2898.81
Q100870,61303,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250072,MS - Jackson,31,45348.1,5098.68,4293.55
Q100871,10011,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250077,MS - Hattiesburg,30,6261.7,4188,3266.4
Q100872,61303,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250078,MS - Hattiesburg,144,11193.71,4385.5,3399.24
Q100873,61303,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250079,MS - Jackson,13,2170.08,5224.46,4343
Q100874,61304,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250082,TN - Memphis,73,13607.07,4715.45,3837.6
Q100875,61304,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250084,MS - Jackson,33,25689.97,3836,3032.48
Q100876,61304,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250085,MS - Jackson,19,7298.37,4267.95,3177.84
Q100877,61304,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250093,TN - Memphis,45,19383.42,4733.62,3263.49
Q100878,61304,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250094,MS - Hattiesburg,83,25538.6,4322.77,3299.89
Q100879,61304,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250096,MS - Jackson,83,30111.75,3916.04,3038.51
Q10088,61304,069 - TRANSIENT ISCHEMIA,360144,OH - Cleveland,37,21469.3,4721.03,3698.43
Q100880,61304,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250097,MS - Jackson,61,9647.26,4537.64,3417.26
Q100881,10011,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250099,MS - Jackson,40,18625.08,4824.7,4048
Q100882,61304,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250100,MS - Tupelo,31,15995.06,4327.87,3362.97
Q100883,61304,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250102,MS - Jackson,231,17698.65,4002.82,2971.03
Q100884,61304,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250104,MS - Meridian,104,15603.06,4087.78,2926.25
Q100885,61304,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250117,LA - Slidell,17,11669.71,4392.35,3380.82
Q100886,61304,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250122,MS - Jackson,45,33609.82,3924.31,3009.58
Q100887,61304,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250123,MS - Gulfport,31,40634.58,4240.87,3109.35
Q100888,61304,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250124,MS - Jackson,19,9706.68,4428,3398.74
Q100889,61305,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250126,TN - Memphis,30,12731.9,5014.7,3984.5
Q10089,61305,069 - TRANSIENT ISCHEMIA,360145,OH - Elyria,54,13785.98,3989.39,3159.39
Q100890,61305,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250128,MS - Oxford,27,15295.81,4527.19,3268.67
Q100891,10012,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250138,MS - Jackson,38,39151.63,4565.66,3487.11
Q100892,61305,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250141,TN - Memphis,126,18385.16,4660.63,3554.7
Q100893,61305,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",250162,LA - Slidell,38,15456.79,4601.79,3663.79
Q100894,61305,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",260001,MO - Joplin,55,16675,4181.96,3301.82
Q100895,61305,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",260005,MO - St. Louis,63,21256.33,4468.38,3275.86
Q100896,61305,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",260006,MO - Kansas City,171,14502.23,5556.71,4299.71
Q100897,61305,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",260009,MO - Columbia,78,10582.83,4237.95,3296.12
Q100898,61305,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",260011,MO - Columbia,104,16211.76,3863.64,2633.58
Q100899,61305,"392 - ESOPHAGITIS, GASTROENT & MISC DIGEST DISORDERS W/O MCC",260015,AR - Jonesboro,25,27098.16,4026,3061.68
Q1009,61305,039 - EXTRACRANIAL PROCEDURES W/O CC/MCC,10039,AL - Huntsville,125,30321.03,6120.04,5169.11
