timely_and_effective_care_id,provider_id,condition,measure_id,measure_name,score,sample,footnote,measure_start_date,measure_end_date
N10081,161361,Surgical Care Improvement Project,SCIP_INF_3,Prophylactic antibiotics discontinued within 24 hours after surgery end time,100,208,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100810,161362,Stroke Care,STK_8,Stroke Education,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100811,161363,Blood Clot Prevention and Treatment,VTE_1,Venous thromboembolism prophylaxis,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100812,161364,Blood Clot Prevention and Treatment,VTE_2,ICU venous thromboembolism prophylaxis,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100813,161365,Blood Clot Prevention and Treatment,VTE_3,Anticoagulation overlap therapy,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100814,161366,Blood Clot Prevention and Treatment,VTE_4,Unfractionated heparin with dosages/platelet count monitoring,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100815,161367,Blood Clot Prevention and Treatment,VTE_5,Warfarin therapy discharge instructions,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100816,161368,Blood Clot Prevention and Treatment,VTE_6,Incidence of potentially preventable VTE,NULL,NULL,5 - Results are not available for this reporting period.,1/1/13,9/30/13
N100817,161369,Heart Attack or Chest Pain,AMI_10,Statin at Discharge,98,292,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100818,161370,Heart Attack or Chest Pain,AMI_2,Aspirin prescribed at discharge,99,301,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100819,161371,Heart Attack or Chest Pain,AMI_7a,Heart attack patients given drugs to break up blood clots within 30 minutes of arrival,NULL,0,"2 - Data submitted were based on a sample of cases/patients., 7 - No cases met the criteria for this measure.",10/1/12,9/30/13
N10082,161372,Surgical Care Improvement Project,SCIP_INF_4,Cardiac Surgery Patients With Controlled 6 A.M. Postoperative Blood Glucose,NULL,0,"2 - Data submitted were based on a sample of cases/patients., 7 - No cases met the criteria for this measure.",10/1/12,9/30/13
N100820,161373,Heart Attack or Chest Pain,AMI_8a,Primary PCI Received Within 90 Minutes of Hospital Arrival,99,73,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100821,161374,Emergency Department,ED_1b,ED1,220,732,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100822,161375,Emergency Department,ED_2b,ED2,116,732,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100823,161376,Heart Failure,HF_1,Discharge instructions,98,220,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100824,161377,Heart Failure,HF_2,Evaluation of LVS Function,100,289,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100825,161378,Heart Failure,HF_3,ACEI or ARB for LVSD,93,69,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100826,161379,Preventive Care,IMM_1a,Immunization for pneumonia,90,719,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100827,161380,Preventive Care,IMM_2,Immunization for influenza,93,572,2 - Data submitted were based on a sample of cases/patients.,10/1/12,3/31/13
N100828,161381,Heart Attack or Chest Pain,OP_1,Median Time to Fibrinolysis,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100829,170001,Emergency Department,OP_18b,OP 18,137,368,,10/1/12,9/30/13
N10083,170006,Surgical Care Improvement Project,SCIP_INF_9,Postoperative Urinary Catheter Removal,100,225,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100830,170009,Heart Attack or Chest Pain,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100831,170010,Emergency Department,OP_20,Door to diagnostic eval,18,408,,10/1/12,9/30/13
N100832,170012,Emergency Department,OP_21,Median time to pain med,46,146,,10/1/12,9/30/13
N100833,170013,Emergency Department,OP_22,Left before being seen,3,76640,,1/1/12,12/31/12
N100834,170014,Emergency Department,OP_23,Head CT results,NULL,NULL,"1 - The number of cases/patients is too few to report., 3 - Results are based on a shorter time period than required.",10/1/12,9/30/13
N100835,170016,Heart Attack or Chest Pain,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100836,170017,Heart Attack or Chest Pain,OP_4,Aspirin at Arrival,NULL,0,"3 - Results are based on a shorter time period than required., 7 - No cases met the criteria for this measure.",10/1/12,9/30/13
N100837,170020,Heart Attack or Chest Pain,OP_5,Median Time to ECG,NULL,NULL,"1 - The number of cases/patients is too few to report., 3 - Results are based on a shorter time period than required.",10/1/12,9/30/13
N100838,170023,Surgical Care Improvement Project,OP_6,Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision,98,328,,10/1/12,9/30/13
N100839,170027,Surgical Care Improvement Project,OP_7,Prophylactic Antibiotic Selection for Surgical Patients,100,332,,10/1/12,9/30/13
N10084,170039,Surgical Care Improvement Project,SCIP_VTE_2,Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery,100,282,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100840,170040,Pregnancy and Delivery Care,PC_01,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",4,23,2 - Data submitted were based on a sample of cases/patients.,1/1/13,9/30/13
N100841,170049,Pneumonia,PN_3b,Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital,99,105,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100842,170058,Pneumonia,PN_6,Initial antibiotic selection for CAP in immunocompetent patient,93,72,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100843,170068,Surgical Care Improvement Project,SCIP_CARD_2,Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period,97,223,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100844,17006,Surgical Care Improvement Project,SCIP_INF_1,Prophylactic antibiotic received within 1 hour prior to surgical incision,99,412,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100845,170074,Surgical Care Improvement Project,SCIP_INF_10,Surgery Patients with Perioperative Temperature Management,100,451,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100846,170075,Surgical Care Improvement Project,SCIP_INF_2,Prophylactic Antibiotic Selection for Surgical Patients,100,411,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100847,170086,Surgical Care Improvement Project,SCIP_INF_3,Prophylactic antibiotics discontinued within 24 hours after surgery end time,99,410,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100848,17008,Surgical Care Improvement Project,SCIP_INF_4,Cardiac Surgery Patients With Controlled 6 A.M. Postoperative Blood Glucose,94,144,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100849,170094,Surgical Care Improvement Project,SCIP_INF_9,Postoperative Urinary Catheter Removal,96,357,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N10085,170103,Stroke Care,STK_1,Venous Thromboembolism (VTE) Prophylaxis,99,97,,1/1/13,9/30/13
N100850,170104,Surgical Care Improvement Project,SCIP_VTE_2,Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery,99,341,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100851,170105,Stroke Care,STK_1,Venous Thromboembolism (VTE) Prophylaxis,97,315,,1/1/13,9/30/13
N100852,170109,Stroke Care,STK_10,Assessed for Rehabilitation,98,354,,1/1/13,9/30/13
N100853,170110,Stroke Care,STK_2,Discharged on Antithrombotic Therapy,99,317,,1/1/13,9/30/13
N100854,170120,Stroke Care,STK_3,Anticoagulation Therapy for Atrial Fibrillation/Flutter,100,65,,1/1/13,9/30/13
N100855,170122,Stroke Care,STK_4,Thrombolytic Therapy,97,30,,1/1/13,9/30/13
N100856,170123,Stroke Care,STK_5,Antithrombotic Therapy by End of Hospital Day 2 ,97,233,,1/1/13,9/30/13
N100857,170133,Stroke Care,STK_6,Discharged on Statin Medication,93,257,,1/1/13,9/30/13
N100858,170137,Stroke Care,STK_8,Stroke Education,84,186,,1/1/13,9/30/13
N100859,170142,Blood Clot Prevention and Treatment,VTE_1,Venous thromboembolism prophylaxis,82,269,2 - Data submitted were based on a sample of cases/patients.,1/1/13,9/30/13
N10086,170145,Stroke Care,STK_10,Assessed for Rehabilitation,99,94,,1/1/13,9/30/13
N100860,170146,Blood Clot Prevention and Treatment,VTE_2,ICU venous thromboembolism prophylaxis,90,102,2 - Data submitted were based on a sample of cases/patients.,1/1/13,9/30/13
N100861,170150,Blood Clot Prevention and Treatment,VTE_3,Anticoagulation overlap therapy,99,170,2 - Data submitted were based on a sample of cases/patients.,1/1/13,9/30/13
N100862,170166,Blood Clot Prevention and Treatment,VTE_4,Unfractionated heparin with dosages/platelet count monitoring,99,148,2 - Data submitted were based on a sample of cases/patients.,1/1/13,9/30/13
N100863,170175,Blood Clot Prevention and Treatment,VTE_5,Warfarin therapy discharge instructions,66,135,2 - Data submitted were based on a sample of cases/patients.,1/1/13,9/30/13
N100864,170176,Blood Clot Prevention and Treatment,VTE_6,Incidence of potentially preventable VTE,5,37,2 - Data submitted were based on a sample of cases/patients.,1/1/13,9/30/13
N100865,170182,Heart Attack or Chest Pain,AMI_10,Statin at Discharge,100,335,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100866,170183,Heart Attack or Chest Pain,AMI_2,Aspirin prescribed at discharge,99,356,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100867,170185,Heart Attack or Chest Pain,AMI_7a,Heart attack patients given drugs to break up blood clots within 30 minutes of arrival,NULL,0,"2 - Data submitted were based on a sample of cases/patients., 7 - No cases met the criteria for this measure.",10/1/12,9/30/13
N100868,170186,Heart Attack or Chest Pain,AMI_8a,Primary PCI Received Within 90 Minutes of Hospital Arrival,82,11,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100869,170187,Emergency Department,ED_1b,ED1,236,480,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N10087,170188,Stroke Care,STK_2,Discharged on Antithrombotic Therapy,99,92,,1/1/13,9/30/13
N100870,170190,Emergency Department,ED_2b,ED2,117,466,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100871,170191,Heart Failure,HF_1,Discharge instructions,93,227,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100872,170194,Heart Failure,HF_2,Evaluation of LVS Function,100,285,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100873,170196,Heart Failure,HF_3,ACEI or ARB for LVSD,100,97,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100874,170197,Preventive Care,IMM_1a,Immunization for pneumonia,98,660,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100875,170198,Preventive Care,IMM_2,Immunization for influenza,92,568,2 - Data submitted were based on a sample of cases/patients.,10/1/12,3/31/13
N100876,170199,Heart Attack or Chest Pain,OP_1,Median Time to Fibrinolysis,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100877,170200,Emergency Department,OP_18b,OP 18,161,329,,10/1/12,9/30/13
N100878,170203,Heart Attack or Chest Pain,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100879,171300,Emergency Department,OP_20,Door to diagnostic eval,30,116,,10/1/12,9/30/13
N10088,171301,Stroke Care,STK_3,Anticoagulation Therapy for Atrial Fibrillation/Flutter,100,13,,1/1/13,9/30/13
N100880,171302,Emergency Department,OP_21,Median time to pain med,51,154,,10/1/12,9/30/13
N100881,171304,Emergency Department,OP_22,Left before being seen,2,43604,,1/1/12,12/31/12
N100882,171306,Emergency Department,OP_23,Head CT results,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100883,171307,Heart Attack or Chest Pain,OP_3b,Median Time to Transfer to Another Facility for Acute Coronary Intervention,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
N100884,171308,Heart Attack or Chest Pain,OP_4,Aspirin at Arrival,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100885,171310,Heart Attack or Chest Pain,OP_5,Median Time to ECG,NULL,NULL,1 - The number of cases/patients is too few to report.,10/1/12,9/30/13
N100886,171312,Surgical Care Improvement Project,OP_6,Prophylactic Antibiotic Initiated Within One Hour Prior to Surgical Incision,99,493,,10/1/12,9/30/13
N100887,171313,Surgical Care Improvement Project,OP_7,Prophylactic Antibiotic Selection for Surgical Patients,98,493,,10/1/12,9/30/13
N100888,171314,Pregnancy and Delivery Care,PC_01,"Percent of newborns whose deliveries were scheduled early (1-3 weeks early), when a scheduled delivery was not medically necessary",1,80,,1/1/13,9/30/13
N100889,171315,Pneumonia,PN_3b,Blood Cultures Performed in the Emergency Department Prior to Initial Antibiotic Received in Hospital,96,85,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N10089,171316,Stroke Care,STK_4,Thrombolytic Therapy,NULL,NULL,1 - The number of cases/patients is too few to report.,1/1/13,9/30/13
N100890,171317,Pneumonia,PN_6,Initial antibiotic selection for CAP in immunocompetent patient,90,68,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100891,171318,Surgical Care Improvement Project,SCIP_CARD_2,Surgery Patients on a Beta Blocker Prior to Arrival Who Received a Beta Blocker During the Perioperative Period,99,247,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100892,171319,Surgical Care Improvement Project,SCIP_INF_1,Prophylactic antibiotic received within 1 hour prior to surgical incision,98,435,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100893,171320,Surgical Care Improvement Project,SCIP_INF_10,Surgery Patients with Perioperative Temperature Management,100,463,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100894,171321,Surgical Care Improvement Project,SCIP_INF_2,Prophylactic Antibiotic Selection for Surgical Patients,99,432,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100895,171322,Surgical Care Improvement Project,SCIP_INF_3,Prophylactic antibiotics discontinued within 24 hours after surgery end time,97,414,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100896,171323,Surgical Care Improvement Project,SCIP_INF_4,Cardiac Surgery Patients With Controlled 6 A.M. Postoperative Blood Glucose,96,121,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100897,171324,Surgical Care Improvement Project,SCIP_INF_9,Postoperative Urinary Catheter Removal,93,212,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100898,171325,Surgical Care Improvement Project,SCIP_VTE_2,Surgery Patients Who Received Appropriate Venous Thromboembolism Prophylaxis Within 24 Hours Prior to Surgery to 24 Hours After Surgery,97,320,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
N100899,171327,Stroke Care,STK_1,Venous Thromboembolism (VTE) Prophylaxis,96,220,,1/1/13,9/30/13
N1009,171328,Preventive Care,IMM_1a,Immunization for pneumonia,93,817,2 - Data submitted were based on a sample of cases/patients.,10/1/12,9/30/13
