hospital_associated_infection_id,provider_id,measure_name,measure_id,compared_to_national,score,footnote,measure_start_date,measure_end_date
H100833,170013,Central line-associated blood stream infections (CLABSI),HAI_1_SIR,Better than the U.S. National Benchmark,0.454,,10/1/12,9/30/13
H100834,170014,CAUTI Lower Confidence Limit,HAI_2_CI_LOWER,Worse than the U.S. National Benchmark,1.135,,10/1/12,9/30/13
H100835,170016,CAUTI Upper Confidence Limit,HAI_2_CI_UPPER,Worse than the U.S. National Benchmark,1.979,,10/1/12,9/30/13
H100836,170017,CAUTI Urinary Catheter Days,HAI_2_DOPC_DAYS,Worse than the U.S. National Benchmark,12556,,10/1/12,9/30/13
H100837,170020,CAUTI Predicted Cases,HAI_2_ELIGCASES,Worse than the U.S. National Benchmark,33.046,,10/1/12,9/30/13
H100838,170023,CAUTI Observed Cases,HAI_2_NUMERATOR,Worse than the U.S. National Benchmark,50,,10/1/12,9/30/13
H100839,170027,Catheter-Associated Urinary Tract Infections (CAUTI),HAI_2_SIR,Worse than the U.S. National Benchmark,1.513,,10/1/12,9/30/13
H10084,170039,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
H100840,170040,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,No Different than U.S. National Benchmark,0.286,,10/1/12,9/30/13
H100841,170049,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,No Different than U.S. National Benchmark,1.728,,10/1/12,9/30/13
H100842,170058,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,No Different than U.S. National Benchmark,220,,10/1/12,9/30/13
H100843,170068,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,No Different than U.S. National Benchmark,6.412,,10/1/12,9/30/13
H100844,17006,SSI: Colon Observed Cases,HAI_3_NUMERATOR,No Different than U.S. National Benchmark,5,,10/1/12,9/30/13
H100845,170074,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,No Different than U.S. National Benchmark,0.78,,10/1/12,9/30/13
H100846,170075,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,No Different than U.S. National Benchmark,0.573,,10/1/12,9/30/13
H100847,170086,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,No Different than U.S. National Benchmark,4.352,,10/1/12,9/30/13
H100848,17008,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,No Different than U.S. National Benchmark,287,,10/1/12,9/30/13
H100849,170094,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,No Different than U.S. National Benchmark,2.217,,10/1/12,9/30/13
H10085,170103,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
H100850,170104,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,No Different than U.S. National Benchmark,4,,10/1/12,9/30/13
H100851,170105,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,No Different than U.S. National Benchmark,1.804,,10/1/12,9/30/13
H100852,170109,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,No Different than U.S. National Benchmark,0.629,,1/1/13,9/30/13
H100853,170110,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,No Different than U.S. National Benchmark,1.855,,1/1/13,9/30/13
H100854,170120,MRSA Patient Days,HAI_5_DOPC_DAYS,No Different than U.S. National Benchmark,187929,,1/1/13,9/30/13
H100855,170122,MRSA Predicted Cases,HAI_5_ELIGCASES,No Different than U.S. National Benchmark,13.336,,1/1/13,9/30/13
H100856,170123,MRSA Observed Cases,HAI_5_NUMERATOR,No Different than U.S. National Benchmark,15,,1/1/13,9/30/13
H100857,170133,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,No Different than U.S. National Benchmark,1.125,,1/1/13,9/30/13
H100858,170137,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,Better than the U.S. National Benchmark,0.281,,1/1/13,9/30/13
H100859,170142,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,Better than the U.S. National Benchmark,0.502,,1/1/13,9/30/13
H10086,170145,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
H100860,170146,C.diff Patient Days,HAI_6_DOPC_DAYS,Better than the U.S. National Benchmark,171052,,1/1/13,9/30/13
H100861,170150,C.diff Predicted Cases,HAI_6_ELIGCASES,Better than the U.S. National Benchmark,128.922,,1/1/13,9/30/13
H100862,170166,C.diff Observed Cases,HAI_6_NUMERATOR,Better than the U.S. National Benchmark,49,,1/1/13,9/30/13
H100863,170175,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,Better than the U.S. National Benchmark,0.38,,1/1/13,9/30/13
H100864,170176,CLABSI Lower Confidence Limit,HAI_1_CI_LOWER,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100865,170182,CLABSI Upper Confidence Limit,HAI_1_CI_UPPER,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100866,170183,CLABSI Central Line Days,HAI_1_DOPC_DAYS,NULL,152,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100867,170185,CLABSI Predicted Cases,HAI_1_ELIGCASES,NULL,0.228,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100868,170186,CLABSI Observed Cases,HAI_1_NUMERATOR,NULL,0,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100869,170187,Central line-associated blood stream infections (CLABSI),HAI_1_SIR,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H10087,170188,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
H100870,170190,CAUTI Lower Confidence Limit,HAI_2_CI_LOWER,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100871,170191,CAUTI Upper Confidence Limit,HAI_2_CI_UPPER,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100872,170194,CAUTI Urinary Catheter Days,HAI_2_DOPC_DAYS,NULL,530,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100873,170196,CAUTI Predicted Cases,HAI_2_ELIGCASES,NULL,0.688,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100874,170197,CAUTI Observed Cases,HAI_2_NUMERATOR,NULL,0,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100875,170198,Catheter-Associated Urinary Tract Infections (CAUTI),HAI_2_SIR,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100876,170199,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,No Different than U.S. National Benchmark,0.049,,10/1/12,9/30/13
H100877,170200,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,No Different than U.S. National Benchmark,4.84,,10/1/12,9/30/13
H100878,170203,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,No Different than U.S. National Benchmark,35,,10/1/12,9/30/13
H100879,171300,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,No Different than U.S. National Benchmark,1.019,,10/1/12,9/30/13
H10088,171301,SSI: Colon Observed Cases,HAI_3_NUMERATOR,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
H100880,171302,SSI: Colon Observed Cases,HAI_3_NUMERATOR,No Different than U.S. National Benchmark,1,,10/1/12,9/30/13
H100881,171304,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,No Different than U.S. National Benchmark,0.981,,10/1/12,9/30/13
H100882,171306,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100883,171307,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100884,171308,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,NULL,23,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100885,171310,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,NULL,0.211,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100886,171312,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,NULL,0,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100887,171313,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,NULL,NULL,13 - Results cannot be calculated for this reporting period.,10/1/12,9/30/13
H100888,171314,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,NULL,NULL,13 - Results cannot be calculated for this reporting period.,1/1/13,9/30/13
H100889,171315,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,NULL,NULL,13 - Results cannot be calculated for this reporting period.,1/1/13,9/30/13
H10089,171316,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,NULL,NULL,5 - Results are not available for this reporting period.,10/1/12,9/30/13
H100890,171317,MRSA Patient Days,HAI_5_DOPC_DAYS,NULL,19685,13 - Results cannot be calculated for this reporting period.,1/1/13,9/30/13
H100891,171318,MRSA Predicted Cases,HAI_5_ELIGCASES,NULL,0.927,13 - Results cannot be calculated for this reporting period.,1/1/13,9/30/13
H100892,171319,MRSA Observed Cases,HAI_5_NUMERATOR,NULL,0,13 - Results cannot be calculated for this reporting period.,1/1/13,9/30/13
H100893,171320,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,NULL,NULL,13 - Results cannot be calculated for this reporting period.,1/1/13,9/30/13
H100894,171321,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,No Different than U.S. National Benchmark,0.675,,1/1/13,9/30/13
H100895,171322,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,No Different than U.S. National Benchmark,1.991,,1/1/13,9/30/13
H100896,171323,C.diff Patient Days,HAI_6_DOPC_DAYS,No Different than U.S. National Benchmark,19027,,1/1/13,9/30/13
H100897,171324,C.diff Predicted Cases,HAI_6_ELIGCASES,No Different than U.S. National Benchmark,12.429,,1/1/13,9/30/13
H100898,171325,C.diff Observed Cases,HAI_6_NUMERATOR,No Different than U.S. National Benchmark,15,,1/1/13,9/30/13
H100899,171327,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,No Different than U.S. National Benchmark,1.207,,1/1/13,9/30/13
H1009,171328,CAUTI Predicted Cases,HAI_2_ELIGCASES,Worse than the U.S. National Benchmark,9.133,,10/1/12,9/30/13
